"Data.Number Plate","Data.State","Data.Car.Make","Data.Car.Style","Data.Car.Color","Data.Location","Data.Violation","Data.Fine","Date.Year","Date.Month","Date.Day","Date.Time.Hour","Date.Time.Minute"
"G10241","VA","Mercedes-Benz","Four Door","Silver","MAPOLE AVENUE","NO PARKING ","140.0","2020","11","24","10","11"
"TX182820","VA","General Motors","Truck","Yellow","LITTLE BAY AVENUE","NO PARKING ","140.0","2020","11","24","10","11"
"URU7801","VA","Toyota","Four Door","Gray","W 42ND STREET","NO PARKING ","140.0","2020","11","24","10","11"
"UYH5255","VA","Honda","Sedan","Burgundy","MELROSE PARKWAY","NO PARKING ","140.0","2020","11","24","12","11"
"WNE4991","VA","Nissan"," ","Gray","MELROSE PARKWAY","NO PARKING ","140.0","2020","11","24","12","11"
"M38674","VA","Mercedes-Benz","Four Door","Black","W 49TH ST","NO PARKING ","140.0","2020","11","24","12","11"
"TDS2635","NC","Ford","Truck","White","W INDIAN RIVER ROAD","NO PARKING ","140.0","2020","11","24","12","11"
"MKS5748","TX","Chrysler","Four Door","Black","BOUSH STREET","NO PARKING ","140.0","2020","11","28","12","11"
"UTR9894","VA","Chevrolet","Sedan","White","LISA DRIVE","NO PARKING ","140.0","2020","11","29","20","11"
"URZ9792","VA","Chevrolet","Four Door","White","W OLNEY ROAD","NO PARKING ","140.0","2020","11","30","10","11"
"DN7M9L","MO","Chevrolet","Four Door","Red","W 49TH ST","NO PARKING ","140.0","2020","11","30","12","11"
"UKZ6998","VA","Jeep","Four Door","Brown","BROOKE AVENUE","NO PARKING ","140.0","2020","11","30","14","11"
"B16479","VA","Honda","Four Door","Black","E FREEMASON STREET","NO PARKING ","140.0","2020","12","1","7","12"
"9ZE753","MA","Ford","Hatchback","White","BRANDON AVENUE","NO PARKING ","140.0","2020","12","1","8","12"
"VXY8068","VA","Honda","Two Door","Brown","FRONT STREET","NO PARKING ","140.0","2020","12","1","8","12"
"UJW7249","VA","Lexus","Sports Utility Veh","Gray","CLAREMONT AVENUE","NO PARKING ","140.0","2020","12","1","9","12"
"VND7629","VA","Kia","Four Door","Gray","CLAREMONT AVENUE","NO PARKING ","140.0","2020","12","1","12","12"
"M87341","VA","Land Rover","Sports Utility Veh","Blue","W OLNEY ROAD","NO PARKING ","140.0","2020","12","1","13","12"
"KEY2261","NY","Honda","Four Door","Green","MONTICELLO AVENUE","NO PARKING ","140.0","2020","12","1","15","12"
"VPW9844","VA","Nissan","Four Door","Gray","MATOAKA STREET","NO PARKING ","140.0","2020","12","2","9","12"
"XKF5273","VA","Kia","Four Door","Red","MATOAKA STREET","NO PARKING ","140.0","2020","12","2","9","12"
"VNX3138","VA","Nissan","Four Door","Gold","STOCKLEY GARDENS","NO PARKING ","140.0","2020","12","2","10","12"
"VDS5572","VA","Ford","Four Door","Gray","STOCKLEY GARDENS","NO PARKING ","140.0","2020","12","2","10","12"
"UGM1020","VA","Chevrolet","Sports Utility Veh","Green","CITY HALL AVE","NO PARKING ","140.0","2020","12","2","11","12"
"VYP2702","VA","Honda","Sports Utility Veh","Silver","BRANDON AVENUE","NO PARKING ","140.0","2020","12","2","13","12"
"WFAD3","VA","Dodge","Van","Black","W 24TH STREET","NO PARKING ","140.0","2020","12","4","8","12"
"UMN2432","VA","Honda","Four Door","Gold","W 39TH STREET","NO PARKING ","140.0","2020","12","4","9","12"
"L78947","VA","Honda","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2020","12","4","9","12"
"UJW7249","VA","Lexus","Sports Utility Veh","Gray","CLAREMONT AVENUE","NO PARKING ","140.0","2020","12","4","10","12"
"M80187","VA","Chevrolet","Van","White","29TH BAY STREET","NO PARKING ","140.0","2020","12","4","12","12"
"L23401","VA","Mercedes-Benz","Four Door","Gray","29TH BAY STREET","NO PARKING ","140.0","2020","12","4","12","12"
"UA20262","VA","Chevrolet","Van","White","WAVERLY WAY","NO PARKING ","140.0","2020","12","4","12","12"
"TBZ7801","NC","Mercury","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2020","12","5","13","12"
"VTP8288","VA","Ford","Truck","Brown","38TH STREET","NO PARKING ","140.0","2020","12","6","0","12"
"740397","VA","Honda","Sedan","Gray","38TH STREET","NO PARKING ","140.0","2020","12","6","1","12"
"UUY3869","VA","Chevrolet","Sedan","Gray","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","7","4","12"
"WZU4539","VA","Lexus","Four Door","Silver","W 25TH STREET","NO PARKING ","140.0","2020","12","7","8","12"
"WFAD3","VA","Dodge","Van","Black","W 22ND STREET","NO PARKING ","140.0","2020","12","7","8","12"
"S60140","VA","Mercedes-Benz","Four Door","Black","BRANDON AVENUE","NO PARKING ","140.0","2020","12","7","8","12"
"UUG3019","VA","Chevrolet","Four Door","Gold","STATE STREET","NO PARKING ","140.0","2020","12","7","9","12"
"M38411","VA","Ford","Truck","Black","LISA DRIVE","NO PARKING ","140.0","2020","12","7","10","12"
"B75083","VA","Honda","Four Door","Gold","BURGOYNE ROAD","NO PARKING ","140.0","2020","12","7","11","12"
"UMM4513","VA","Chevrolet","Four Door","Brown","BURGOYNE ROAD","NO PARKING ","140.0","2020","12","7","11","12"
"AU49919","CT","Mercedes-Benz","Sedan","Black","CRESCENT WAY","NO PARKING ","140.0","2020","12","7","12","12"
"UNT2880","VA","Toyota"," ","Silver","CRESCENT WAY","NO PARKING ","140.0","2020","12","7","12","12"
"M87341","VA","Land Rover","Sports Utility Veh","Blue","W OLNEY ROAD","NO PARKING ","140.0","2020","12","7","14","12"
"462WPW","AR","Cadillac","Sedan","Black","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","7","16","12"
"JRN5138","NY","Toyota","Four Door","White","COLONIAL AVENUE","NO PARKING ","140.0","2020","12","8","0","12"
"WFAD3","VA","Dodge","Van","Black","W 22ND STREET","NO PARKING ","140.0","2020","12","8","8","12"
"URG3046","VA","Infiniti","Sports Utility Veh","Black","STATE STREET","NO PARKING ","140.0","2020","12","8","9","12"
"462WPW","AR","Cadillac","Sedan","Black","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","8","10","12"
"UUY3869","VA","Chevrolet","Sedan","Gray","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","8","10","12"
"UNT2880","VA","Toyota"," ","Silver","CRESCENT WAY","NO PARKING ","140.0","2020","12","8","13","12"
"SIG011","VA","Hyundai","Sedan","Red","CRESCENT WAY","NO PARKING ","140.0","2020","12","8","13","12"
"UGV8832","VA","Jeep","Sports Utility Veh","Black","BOUSH STREET","NO PARKING ","140.0","2020","12","9","8","12"
"G33083","VA","Acura","Four Door","Silver","BOUSH STREET","NO PARKING ","140.0","2020","12","9","9","12"
"UJM1029","VA","Toyota","Four Door","Blue","ALBERT AVENUE","NO PARKING ","140.0","2020","12","10","11","12"
"ID51391","VA","Mercedes-Benz"," ","Black","BRANDON AVENUE","NO PARKING ","140.0","2020","12","11","8","12"
"UFF8108","VA","Nissan","Four Door","Gray","W 39TH STREET","NO PARKING ","140.0","2020","12","11","10","12"
"AG85018","CT","Toyota","Four Door","Gray","W 40TH STREET","NO PARKING ","140.0","2020","12","11","10","12"
"URF8745","VA","Lexus","Sports Utility Veh","Silver","SCOTT STREET","NO PARKING ","140.0","2020","12","11","10","12"
"VXL5614","VA","Ford","Truck","Blue","SPOTSWOOD AVENUE","NO PARKING ","140.0","2020","12","12","10","12"
"WKK087","GA","Honda","Four Door","Silver","SHIRLEY AVENUE","NO PARKING ","140.0","2020","12","12","10","12"
"PIDK51","FL","Nissan","Sedan","White","CRESCENT ROAD","NO PARKING ","140.0","2020","12","12","11","12"
"MGS6053","TX","Kia"," ","Gray","E MAIN STREET","NO PARKING ","140.0","2020","12","12","15","12"
"TEAGUE5","GA","Toyota"," ","White","AIRPORT AVENUE","NO PARKING ","140.0","2020","12","13","15","12"
"URG6879","VA","Acura","Sports Utility Veh","Black","43RD ST","NO PARKING ","140.0","2020","12","14","0","12"
"S62177","VA","Volkswagen","Two Door","Black","BRANDON AVENUE","NO PARKING ","140.0","2020","12","14","8","12"
"Q455423","VA","Jeep","Sports Utility Veh","White","E 21ST STREET","NO PARKING ","140.0","2020","12","14","8","12"
"DRAYC0","VA","Honda","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2020","12","14","9","12"
"ULD8962","VA","Buick","Four Door","Gray","E INDIAN RIVER ROAD","NO PARKING ","140.0","2020","12","14","9","12"
"UMX2981","VA","General Motors","Four Door","Gray","MONTICELLO AVENUE","NO PARKING ","140.0","2020","12","14","11","12"
"S62177","VA","Volkswagen","Two Door","Black","BRANDON AVENUE","NO PARKING ","140.0","2020","12","15","8","12"
"UKZ6691","VA","Nissan","Van","Black","STATE STREET","NO PARKING ","140.0","2020","12","15","8","12"
"UWT2432","VA","Toyota","Four Door","Burgundy","W 40TH STREET","NO PARKING ","140.0","2020","12","15","9","12"
"V19FBG","NJ","Hyundai","Four Door","Black","W 42ND STREET","NO PARKING ","140.0","2020","12","15","10","12"
"YFF8108","VA","Nissan","Four Door","Gray","W 39TH STREET","NO PARKING ","140.0","2020","12","15","10","12"
" ZUB3RI","VA","Hyundai","Four Door","Silver","W 39TH STREET","NO PARKING ","140.0","2020","12","15","10","12"
"UKD2037","VA","Hyundai","Four Door","Red","KILLAM AVENUE","NO PARKING ","140.0","2020","12","16","9","12"
"KCJD75","FL","Toyota","Sports Utility Veh","Silver","BOUSH STREET","NO PARKING ","140.0","2020","12","16","15","12"
"2837","VA","Jeep","Sports Utility Veh","Blue","BOUSH STREET","NO PARKING ","140.0","2020","12","16","15","12"
"7KBS450","CA","Chrysler","Four Door","Burgundy","OMOHUNDRO AVENUE","NO PARKING ","140.0","2020","12","17","7","12"
"Y24LSW","NJ","Dodge","Sports Utility Veh","Black","BOUSH STREET","NO PARKING ","140.0","2020","12","17","8","12"
"VXY8068","VA","Honda","Two Door","Brown","FRONT STREET","NO PARKING ","140.0","2020","12","17","8","12"
"UGJ6599","VA","Chevrolet","Sports Utility Veh","Blue","W 42ND STREET","NO PARKING ","140.0","2020","12","17","9","12"
"M87341","VA","Land Rover","Sports Utility Veh","Blue","W OLNEY ROAD","NO PARKING ","140.0","2020","12","18","10","12"
"UNW6317","VA","Mercedes-Benz","Four Door","Silver","MONTICELLO AVENUE","NO PARKING ","140.0","2020","12","18","14","12"
"UZA7078","VA","Nissan","Four Door","Silver","W MAIN STREET","NO PARKING ","140.0","2020","12","18","15","12"
"17345C","VA","Mazda","Sedan","Black","E FREEMASON STREET","NO PARKING ","140.0","2020","12","19","17","12"
"XCB5869","VA","Ford","Four Door","Red","SHIRLEY AVENUE","NO PARKING ","140.0","2020","12","21","10","12"
"S16011","VA","Hyundai","Sedan","Burgundy","CRESCENT WAY","NO PARKING ","140.0","2020","12","21","12","12"
"UJL8819","VA","General Motors","Sports Utility Veh","Silver","LISA DRIVE","NO PARKING ","140.0","2020","12","21","12","12"
"UWH4042","VA","Ford","Truck","White","BUCKINGHAM AVENUE","NO PARKING ","140.0","2020","12","21","13","12"
"EHN9698","NC","Toyota","Sedan","Silver","CRESCENT WAY","NO PARKING ","140.0","2020","12","22","7","12"
"UZZ7513","VA","Nissan","Sedan","Silver","CRESCENT WAY","NO PARKING ","140.0","2020","12","22","7","12"
"UNT2880","VA","Toyota"," ","Silver","CRESCENT WAY","NO PARKING ","140.0","2020","12","22","7","12"
"UTB4611","VA","Chevrolet"," ","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","22","8","12"
"UVY8310","VA","Dodge","Four Door","Gold","SOUTH MAIN STREET","NO PARKING ","140.0","2020","12","22","9","12"
"UHW3222","VA","Dodge","Four Door","Silver","W 41ST STREET","NO PARKING ","140.0","2020","12","22","10","12"
"S21575","VA","Chrysler","Four Door","Blue","BROOKE AVENUE","NO PARKING ","140.0","2020","12","22","20","12"
"S16011","VA","Hyundai","Sedan","Red","CRESCENT WAY","NO PARKING ","140.0","2020","12","25","10","12"
"UJL8819","VA","General Motors","Sports Utility Veh","Silver","LISA DRIVE","NO PARKING ","140.0","2020","12","26","10","12"
"VWZ4391","VA","Ford"," ","Black","LISA DRIVE","NO PARKING ","140.0","2020","12","26","10","12"
"JFF110","AL","Nissan","Sedan","White","HARMON STREET","NO PARKING ","140.0","2020","12","26","10","12"
"4081615","UNK","Porsche","Sports Utility Veh","Black","COMMERCIAL PLACE","NO PARKING ","140.0","2020","12","27","10","12"
"UJL8819","VA","General Motors","Sports Utility Veh","Silver","LISA DRIVE","NO PARKING ","140.0","2020","12","27","11","12"
"86615D","VA","Infiniti","Sedan","Gray","CRESCENT WAY","NO PARKING ","140.0","2020","12","27","12","12"
"56578","VA","Dodge","Truck","White","VIMY RIDGE AVENUE","NO PARKING ","140.0","2020","12","27","14","12"
"S16011","VA","Hyundai","Sedan","Red","CRESCENT WAY","NO PARKING ","140.0","2020","12","27","17","12"
"LBW8995","PA","Nissan","Four Door","White","BRANDON AVENUE","NO PARKING ","140.0","2020","12","28","8","12"
"VNT6455","VA","Nissan","Four Door","Gray","BRANDON AVENUE","NO PARKING ","140.0","2020","12","28","8","12"
"UMM6495","VA","Ford","Four Door","White","W 40TH STREET","NO PARKING ","140.0","2020","12","28","10","12"
"59606TM","VA"," ","Trailer","White","12TH BAY STREET","NO PARKING ","140.0","2020","12","28","12","12"
"VUA2686","VA","Honda","Two Door","Black","W 42ND STREET","NO PARKING ","140.0","2020","12","28","15","12"
"LBW8995","PA","Nissan","Four Door","White","BRANDON AVENUE","NO PARKING ","140.0","2020","12","29","8","12"
"VNT6455","VA","Nissan","Four Door","Gray","BRANDON AVENUE","NO PARKING ","140.0","2020","12","29","8","12"
"VXL3265","VA","Ford","Van","White","E LIBERTY STREET","NO PARKING ","140.0","2020","12","29","8","12"
"UMM6495","VA","Ford","Four Door","White","W 40TH STREET","NO PARKING ","140.0","2020","12","30","9","12"
"4076026","VA","Kia","Four Door","Blue","35TH STREET","NO PARKING ","140.0","2020","12","30","10","12"
"4055359","UNK","Acura","Sports Utility Veh","White","RESERVOIR AVENUE","NO PARKING ","140.0","2020","12","30","21","12"
"KGJ7238","NY","Nissan","Sports Utility Veh","Gray","CRESCENT WAY","NO PARKING ","140.0","2020","12","31","1","12"
"516011","VA","Hyundai","Sedan","Red","CRESCENT WAY","NO PARKING ","140.0","2020","12","31","1","12"
"EHN9698","NC","Toyota","Sedan","Gray","CRESCENT WAY","NO PARKING ","140.0","2020","12","31","2","12"
"UGJ4417","VA","Toyota","Sedan","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","31","2","12"
"VLD4042","VA","Toyota","Two Door","Silver","GOSNOLD AVENUE","NO PARKING ","140.0","2020","12","31","9","12"
"UGK3236","VA","Acura","Four Door","Burgundy","38TH STREET","NO PARKING ","140.0","2020","12","31","12","12"
"RTL9743","GA","BMW","Four Door","Blue","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2020","12","31","16","12"
"UKK7412","VA","Volkswagen","Sedan","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2020","12","31","20","12"
"M63683","VA","Chevrolet","Four Door","White","36TH STREET","NO PARKING ","140.0","2020","12","31","22","12"
"1SUIT","VA","Jeep","Sports Utility Veh","Silver","E OCEAN VIEW AVENUE","NO PARKING ","140.0","2021","1","1","7","1"
"UXJ7422","VA","Hyundai","Four Door","Burgundy","NICHOLSON STREET","NO PARKING ","140.0","2021","1","3","14","1"
"93281N2","CA","General Motors","Truck","White","OMOHUNDRO AVENUE","NO PARKING ","140.0","2021","1","4","8","1"
"UZD5424","VA","Toyota","Four Door","Black","CLAREMONT AVENUE","NO PARKING ","140.0","2021","1","4","8","1"
"RQB1043","GA","Dodge","Truck","Gray","E INDIAN RIVER ROAD","NO PARKING ","140.0","2021","1","4","9","1"
"8099MM","SC","Ford","Sports Utility Veh","Green","W 39TH STREET","NO PARKING ","140.0","2021","1","4","9","1"
"UPX5686","VA","Mercedes-Benz","Four Door","Silver","W 42ND STREET","NO PARKING ","140.0","2021","1","4","10","1"
"UMC7165","VA","Chevrolet","Four Door","Silver","ELKHORN AVENUE","NO PARKING ","140.0","2021","1","4","10","1"
"GDJL05","FL","Jeep"," ","Silver","KENMORE DR","NO PARKING ","140.0","2021","1","4","11","1"
"K81180","VA","Buick","Four Door","Gold","E LIBERTY STREET","NO PARKING ","140.0","2021","1","5","8","1"
"URS2843","VA","Chevrolet","Truck","White","CITY HALL SOUTH GARAGE","NO PARKING ","140.0","2021","1","5","8","1"
"S16011","VA","Hyundai","Sedan","Burgundy","CRESCENT WAY","NO PARKING ","140.0","2021","1","6","0","1"
"VNT6455","VA","Nissan","Four Door","Gray","BRANDON AVENUE","NO PARKING ","140.0","2021","1","6","8","1"
"PMB1974","NC","Honda","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2021","1","6","11","1"
"S61753","VA","Chrysler","Van","Silver","KIMBALL COURT","NO PARKING ","140.0","2021","1","7","8","1"
"PMB1974","NC","Honda","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2021","1","7","10","1"
"FX461","RI","Buick","Sports Utility Veh","Gray","E INDIAN RIVER ROAD","NO PARKING ","140.0","2021","1","8","10","1"
"ULS4475","VA","Honda","Four Door","Gold","W PLUME STREET","NO PARKING ","140.0","2021","1","8","12","1"
"UMG8440","VA","Hyundai","Sedan","White","HARMON STREET","NO PARKING ","140.0","2021","1","9","0","1"
"UFX9019","VA","Dodge"," ","Black","LISA DRIVE","NO PARKING ","140.0","2021","1","9","1","1"
"AK11250","AZ","Ford"," ","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2021","1","9","1","1"
"UGJ4417","VA","Toyota","Sedan","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2021","1","9","1","1"
"UPX6371","VA","BMW","Sedan","Black","FLOWERFIELD ROAD","NO PARKING ","140.0","2021","1","9","1","1"
"26415394","NC","Honda","Sedan","Black","FLOWERFIELD COURT","NO PARKING ","140.0","2021","1","9","1","1"
"516011","VA","Hyundai","Sedan","Red","CRESCENT WAY","NO PARKING ","140.0","2021","1","9","2","1"
"UFV8287","VA","Toyota","Sedan","Gray","CRESCENT WAY","NO PARKING ","140.0","2021","1","9","11","1"
"S16011","VA","Hyundai","Sedan","Red","CRESCENT WAY","NO PARKING ","140.0","2021","1","10","2","1"
"B30357","VA","Volkswagen","Four Door","White","6TH AVENUE","NO PARKING ","140.0","2021","1","10","4","1"
"QXB743","SC","Cadillac","Four Door","Gray","E INDIAN RIVER ROAD","NO PARKING ","140.0","2021","1","11","9","1"
"UJA8796","VA","Nissan","Four Door","Burgundy","RESERVOIR AVENUE","NO PARKING ","140.0","2021","1","11","9","1"
"UKD4367","VA","Nissan","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","1","11","10","1"
"M95333","VA","Lexus","Four Door","Black","E PRINCESS ANNE ROAD","NO PARKING ","140.0","2021","1","12","8","1"
"4080778","UNK","Chevrolet","Two Door","Silver","E VIRGINIA BEACH BOULEVARD","NO PARKING ","140.0","2021","1","12","9","1"
"VLD4042","VA","Toyota","Two Door","Silver","34TH STREET","NO PARKING ","140.0","2021","1","12","11","1"
"UVY9809","VA","Honda","Four Door","Green","E 29TH STREET","NO PARKING ","140.0","2021","1","12","13","1"
"4076042","UNK","Ford","Truck","White","W 25TH STREET","NO PARKING ","140.0","2021","1","12","13","1"
"S6578","VA"," ","Truck","White","VIMY RIDGE AVENUE","NO PARKING ","140.0","2021","1","12","21","1"
"RLEB55","GA","Mercedes-Benz","Two Door","Blue","GAZEL STREET","NO PARKING ","140.0","2021","1","13","10","1"
"4076044","UNK","Acura","Four Door","Blue","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"4076045","UNK","Acura","Two Door","Green","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"UPT6919","VA","Volvo","Four Door","White","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"4076047","UNK","Ford","Truck","Brown","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"ULL2059","VA","Nissan","Four Door","Silver","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"A10385","VA","Acura"," ","Black","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"UNZ7549","VA","Dodge","Four Door","White","W 25TH STREET","NO PARKING ","140.0","2021","1","13","12","1"
"UFW4661","VA","Honda","Four Door","Red","27TH BAY STREET","NO PARKING ","140.0","2021","1","13","14","1"
"UGJ4417","VA","Toyota","Sedan","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2021","1","13","23","1"
"D361007","IA","Acura","Sports Utility Veh","Silver","OMOHUNDRO AVENUE","NO PARKING ","140.0","2021","1","14","8","1"
"L795177","OH","Chevrolet","Two Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","1","14","9","1"
"UPV2225","VA","Chrysler","Four Door","Blue","W 39TH STREET","NO PARKING ","140.0","2021","1","14","9","1"
"AP36443","CT","Chevrolet","Four Door","White","FRONT STREET","NO PARKING ","140.0","2021","1","14","10","1"
"UNY2432","VA","Hyundai","Four Door","Gold","RADER STREET","NO PARKING ","140.0","2021","1","14","10","1"
"VT8848","VA","Mercury","Sports Utility Veh","Black","W BUTE STREET","NO PARKING ","140.0","2021","1","14","11","1"
"FVG5248","TX","Kia","Sports Utility Veh","Black","GRANBY STREET","NO PARKING ","140.0","2021","1","14","14","1"
"UVZ1291","VA","Toyota","Four Door","Silver","HILTON STREET","NO PARKING ","140.0","2021","1","14","22","1"
"UTB4611","VA","Chevrolet","Four Door","White","FLOWERFIELD ROAD","NO PARKING ","140.0","2021","1","14","23","1"
"UTA2071","VA","Ford","Truck","Green","SOUTHAMPTON AVENUE","NO PARKING ","140.0","2021","1","15","8","1"
"L53489","VA","Pontiac","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2021","1","15","9","1"
"B86765","VA","Honda","Four Door","Gray","YARMOUTH STREET","NO PARKING ","140.0","2021","1","15","10","1"
"S46943","VA","Volkswagen","Four Door","Gray","W BUTE STREET","NO PARKING ","140.0","2021","1","15","11","1"
"L38676","VA","Chevrolet","Sports Utility Veh","Tan","HARMON STREET","NO PARKING ","140.0","2021","1","16","0","1"
"UNE3223","VA"," ","Four Door","Silver","HILTON STREET","NO PARKING ","140.0","2021","1","16","0","1"
"S16011","VA","Hyundai","Sedan","Burgundy","CRESCENT WAY","NO PARKING ","140.0","2021","1","16","0","1"
"HCN3647","NC","Chevrolet","Sports Utility Veh","Gold","WOODIS AVENUE","NO PARKING ","140.0","2021","1","19","8","1"
"16655Z","VA","Honda","Two Door","Red","W LIBERTY STREET","NO PARKING ","140.0","2021","1","19","9","1"
"VYC7655","VA","Chevrolet","Truck","Black","BAY POINT DRIVE","NO PARKING ","140.0","2021","1","19","10","1"
"URU7845","VA","Honda","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2021","1","19","12","1"
"K86982","VA","Honda","Four Door","Green","CLIFTON STREET","NO PARKING ","140.0","2021","1","21","9","1"
"8DLR70YA","WY","Honda","Four Door","Gray","OMOHUNDRO AVENUE","NO PARKING ","140.0","2021","1","22","8","1"
"UKG9305","VA","Lexus","Four Door","White","W 39TH STREET","NO PARKING ","140.0","2021","1","22","10","1"
"HFS8217","NC","Honda","Four Door","Silver","KILLAM AVENUE","NO PARKING ","140.0","2021","1","25","9","1"
"S87304","VA","Honda","Two Door","Silver","COLONIAL AVENUE","NO PARKING ","140.0","2021","1","26","9","1"
"USN1088","VA","Toyota","Four Door","Gold","W 40TH STREET","NO PARKING ","140.0","2021","1","26","12","1"
"UMM3743","VA","Nissan","Four Door","Gold","W 42ND STREET","NO PARKING ","140.0","2021","1","26","13","1"
"FEN3788","NC","Honda","Sports Utility Veh","Gray","38TH STREET","NO PARKING ","140.0","2021","1","26","20","1"
"UHZ5255","VA","Kia","Sports Utility Veh","Blue","BURGOYNE ROAD","NO PARKING ","140.0","2021","1","27","9","1"
"M50266","VA","Mercedes-Benz","Sports Utility Veh","White","W 40TH STREET","NO PARKING ","140.0","2021","1","27","9","1"
"RBE5958","NC","Mitsubishi","Sports Utility Veh","Gray","E INDIAN RIVER ROAD","NO PARKING ","140.0","2021","1","27","10","1"
"UXY7996","VA","Buick","Four Door","Brown","E INDIAN RIVER ROAD","NO PARKING ","140.0","2021","1","27","10","1"
"UTL4546","VA","General Motors","Sports Utility Veh","Burgundy","W 42ND STREET","NO PARKING ","140.0","2021","1","27","10","1"
"S76264","VA","Lexus","Four Door","Gray","SAINT PAUL STREET","NO PARKING ","140.0","2021","1","28","22","1"
"UML2875","VA","BMW","Four Door","Gray","OMOHUNDRO AVENUE","NO PARKING ","140.0","2021","1","29","8","1"
"M42832","VA","Nissan","Four Door","Gray","STATE STREET","NO PARKING ","140.0","2021","1","29","9","1"
"EVLAMG","VA","Mercedes-Benz","Four Door","Gray","W 41ST STREET","NO PARKING ","140.0","2021","1","29","10","1"
"XDE5464","VA","Nissan","Truck","Black","PARKER AVENUE","NO PARKING ","140.0","2021","1","29","10","1"
"UKW7756","VA","Volkswagen","Four Door","Silver","W 49TH ST","NO PARKING ","140.0","2021","1","30","10","1"
"PMW5252","NC","Nissan","Four Door","Gray","MONTICELLO AVENUE","NO PARKING ","140.0","2021","1","30","15","1"
"S64069","VA","Volkswagen","Four Door","Gray","MONTICELLO AVENUE","NO PARKING ","140.0","2021","1","31","13","1"
"S87304","VA","Honda","Two Door","Silver","COLONIAL AVENUE","NO PARKING ","140.0","2021","2","1","8","2"
"HJP8905","NC","General Motors","Sports Utility Veh","Black","E INDIAN RIVER ROAD","NO PARKING ","140.0","2021","2","1","9","2"
"UKD9117","VA","BMW","Four Door","Black","STATE STREET","NO PARKING ","140.0","2021","2","1","9","2"
"UKH1931","VA","Scion","Four Door","White","33RD STREET","NO PARKING ","140.0","2021","2","1","10","2"
"G97149","VA","Toyota","Four Door","Gray","W 30TH STREET","NO PARKING ","140.0","2021","2","1","13","2"
"4076301","UNK","Nissan","Sports Utility Veh"," ","W 25TH STREET","NO PARKING ","140.0","2021","2","2","8","2"
"BGU0403","WA","Hyundai","Four Door","Red","W 39TH STREET","NO PARKING ","140.0","2021","2","2","9","2"
"UHT3090","VA","Kia","Four Door","Red","W 39TH STREET","NO PARKING ","140.0","2021","2","2","9","2"
"4076303","UNK","Ford","Truck","White","W 25TH STREET","NO PARKING ","140.0","2021","2","2","9","2"
"UXA7115","VA","Dodge","Van","White","PLUME LANE","NO PARKING ","140.0","2021","2","2","10","2"
"NYC09","VA","Toyota","Sports Utility Veh","White","W 40TH STREET","NO PARKING ","140.0","2021","2","2","10","2"
"VUA2686","VA","Honda","Two Door","Black","ELKHORN AVENUE","NO PARKING ","140.0","2021","2","2","11","2"
"VTG8591","VA","Nissan","Four Door","Black","W 42ND STREET","NO PARKING ","140.0","2021","2","2","11","2"
"4055179","UNK","Lincoln","Four Door","White","LANCE ROAD","NO PARKING ","140.0","2021","2","2","13","2"
"8LSU420","CA","Dodge","Two Door","Gray","W BUTE STREET","NO PARKING ","140.0","2021","2","4","10","2"
"UFB1001","VA","Ford","Four Door","Black","CORE AVENUE","NO PARKING ","140.0","2021","2","4","10","2"
"731593","VA","Honda","Four Door","Gray","CORE AVENUE","NO PARKING ","140.0","2021","2","4","10","2"
"VWH7306","VT","Ford","Sports Utility Veh","White","Unknown ","NO PARKING ","140.0","2021","2","4","10","2"
"K81180","VA","Buick","Four Door","Tan","E LIBERTY STREET","NO PARKING ","140.0","2021","2","4","10","2"
"4076306","UNK","Honda","Four Door","White","W 25TH STREET","NO PARKING ","140.0","2021","2","4","11","2"
"133048TR","VA"," ","Trailer","White","BALDWIN AVENUE","NO PARKING ","140.0","2021","2","5","8","2"
